FID,PD_ID,Comment,Year,Name,Acres,Hectares,Plague,Manager,Perimeter,Activity,YearAcquir,sdeWildlif,Shape_area,Shape_len
916,29.0, ,2004.0,Johnson/Dawson,28.53532794,11.54783751, ,OSMP,8009.10669056,2.0,1992,1242993.9113,1242993.91294,8009.10671058
917,30.0, ,2004.0,Johnson/Dawson - south,9.2493235,3.74306842, ,OSMP,5493.60472255,2.0,1992,402898.924559,402898.920267,5493.60467941
918,20.0, ,2004.0,Axelson - northwest,3.61927742,1.46466961, ,OSMP,2857.47872146,2.0,1990,157655.106631,157655.093962,2857.47872152
919,26.0, ,2004.0,Cowles,31.50111923,12.74805067, ,OSMP,6174.77727821,2.0,1991,1372183.25924,1372183.26492,6174.77748952
920,88.0, ,2004.0,Schneider - east,25.49749016,10.31846818, ,OSMP,7902.5525193,2.0,2006,1110666.28626,1110666.22884,7902.55249175
921,72.0, ,2004.0,Mesa Sand & Gravel,113.19129592,45.80689229, ,OSMP,18672.8423402,2.0,1985,4930593.10183,4930593.12787,18672.8407087
922,59.0, ,2004.0,Johnson - Bldr Res South,50.37931291,20.3877846, ,OSMP,16897.2755329,2.0,1992,2194514.12893,2194514.09214,16897.2754867
923,51.0, ,2004.0,IBM,59.9892498,24.27678808, ,OSMP,16590.2633674,2.0,1998,2613121.29785,2613121.26875,16590.2612565
924,17.0, ,2004.0,BVR 103 Corp - east,1.2703326,0.51408537, ,OSMP,1136.91584689,2.0,1973,55335.4592256,55335.4668569,1136.91551681
925,23.0, ,2004.0,"Canino, Lanocito, Richardson",85.38927421,34.55581327, ,OSMP,14185.9749033,2.0,1979,3719541.89806,3719541.90636,14185.975513
926,71.0, ,2004.0,Mesa Reservoir,34.18605879,13.83460716, ,OSMP,6893.81717989,2.0,2000,1489138.76597,1489138.76415,6893.81786041
927,43.0, ,2004.0,Gilbert,27.32931556,11.05978162, ,OSMP,12220.3233367,2.0,1973,1190460.28714,1190460.22416,12220.3233467
928,54.0, ,2004.0,Jafay,32.43323693,13.12526532, ,OSMP,12238.3477018,2.0,1990,1412786.19202,1412786.14949,12238.3477029
929,19.0, ,2004.0,BVR 103 Corp - south,19.0235853,7.69857184, ,OSMP,6839.15900409,2.0,1973,828664.05765,828664.061185,6839.15900585
930,45.0, ,2004.0,Hart-Jones,14.03415362,5.67942047, ,OSMP,6985.6379218,2.0,1975,611325.678861,611325.286215,6985.63760429
931,38.0, ,2004.0,ERNI,5.60066,2.26650669, ,OSMP,3249.82413504,2.0,1967,243963.963038,243963.773536,3249.82367667
932,67.0, ,2004.0,Mann,22.45452962,9.08702574, ,OSMP,8527.98333975,2.0,1973,978115.376616,978115.397604,8527.98334077
933,31.0, ,2004.0,Ditzel,12.54367775,5.07624629, ,OSMP,7855.6741776,2.0,1984,546400.409747,546400.417091,7855.67471057
934,119.0, ,2004.0,Wood Brothers,29.81995522,12.06770773, ,OSMP,5642.29198712,2.0,1974,1298951.99893,1298952.05371,5642.29229876
935,41.0, ,2004.0,Gallagher,31.56300202,12.77309374, ,OSMP,10162.5911449,2.0,1997,1374878.87728,1374878.86835,10162.5889713
936,13.0, ,2004.0,"BLIP, Boulder Warehouse",290.13830302,117.4148055, ,OSMP,41964.9591812,2.0,1973,12638373.5455,12638373.926,41964.9530476
937,27.0, ,2004.0,Culver,32.91099474,13.31860704, ,OSMP,14368.3856556,2.0,1992,1433597.18343,1433597.19648,14368.38566
938,69.0, ,2004.0,McKenzie - north,37.43394866,15.14898155, ,OSMP,11969.3885165,2.0,1974,1630616.29909,1630616.28094,11969.3878477
939,10.0, ,2004.0,Belgrove - north,37.31919727,15.10254332, ,OSMP,5874.44047385,2.0,1980,1625617.72648,1625617.73064,5874.44099992
940,65.0, ,2004.0,Kolb II,0.4089964,0.16551497, ,OSMP,1068.94858101,2.0,1990,17815.8120268,17815.812027,1068.94858101
941,70.0, ,2004.0,McKenzie - south,29.60939935,11.98249879, ,OSMP,5802.53343234,2.0,1974,1289780.26959,1289780.27666,5802.53349129
942,39.0, ,2004.0,ERTL III - South,0.88906412,0.35979149, ,OSMP,1056.70838458,2.0,1984,38727.4847295,38727.4783677,1056.70838459
943,81.0, ,2004.0,Reynolds,12.65976236,5.12322406, ,OSMP,3463.73761282,2.0,1977,551457.047338,551457.042413,3463.73773551
944,97.0, ,2004.0,Straty Cline,12.98319378,5.25411211, ,OSMP,5248.07507787,2.0,1998,565545.634272,565545.658792,5248.07507822
945,66.0, ,2004.0,Manchester,0.57067984,0.23094594, ,OSMP,731.321847,2.0,1999,24858.7132128,24858.7142934,731.32184705
946,105.0, ,2004.0,Teller Farms - north,81.28512515,32.89492307, ,OSMP,18561.8331444,2.0,1984,3540765.896,3540765.88827,18561.827166
947,109.0, ,2004.0,Valmont Butte - east,0.80424601,0.32546681, ,OSMP,3302.75654276,2.0,2000,35032.820711,35032.8162346,3302.75623956
948,110.0, ,2004.0,Valmont Butte - west,3.26887108,1.32286519, ,OSMP,1740.47998091,2.0,2000,142391.424584,142391.454618,1740.4796564
949,108.0, ,2004.0,Ute,68.65995232,27.7856969, ,OSMP,11198.2266502,2.0,1995,2990815.51561,2990815.55994,11198.2257486
950,107.0, ,2004.0,Teller Farms - south,35.53790168,14.38167856, ,OSMP,11081.5733799,2.0,1984,1548024.80628,1548024.80497,11081.5737728
951,9.0, ,2004.0,BC Hospital,3.43457859,1.38992464, ,OSMP,2996.01930774,2.0,2002,149609.626465,149609.645059,2996.02029813
952,4.0, ,2004.0,Aweida ll,40.00131083,16.18795617, ,OSMP,8303.70769514,2.0,1993,1742450.06107,1742450.13015,8303.70743924
953,62.0, ,2004.0,Klein - Dry Creek,15.36019632,6.21605091, ,OSMP,3709.56509351,2.0,1974,669087.580999,669087.475536,3709.56540371
954,68.0, ,2004.0,Marshall,46.1199234,18.66407082, ,OSMP,10285.2912531,2.0,1997,2008975.72684,2008975.82748,10285.2905919
955,95.0, ,2004.0,Steinbach,16.17882622,6.54733868, ,OSMP,4595.23612897,2.0,1984,704746.861746,704746.851238,4595.2364201
956,63.0, ,2004.0,Klein - south,2.42271623,0.98043847, ,OSMP,1857.79161646,2.0,1991,105533.11622,105533.096973,1857.79210837
957,98.0, ,2004.0,Suitts,9.86251332,3.99121754, ,OSMP,3617.35936026,2.0,1991,429609.355661,429609.361846,3617.35932839
958,112.0, ,2004.0,Van Vleet - west,2.31486836,0.93679399, ,OSMP,1605.69317312,2.0,1978,100835.262946,100835.262341,1605.69317366
959,111.0, ,2004.0,Van Vleet - east,9.45166784,3.82495427, ,OSMP,3074.82007681,2.0,1978,411713.009611,411713.004255,3074.82007766
960,87.0, ,2004.0,Sams Lane / Van Vleet - east,4.14865915,1.67890279, ,OSMP,2247.58199591,2.0,1978,180714.865696,180714.869618,2247.5819971
961,42.0, ,2004.0,Gallucci,38.9292936,15.75412618, ,OSMP,8953.67995959,2.0,1968,1695753.30333,1695753.24625,8953.67983684
962,82.0, ,2004.0,Rolling Rock,2.73481126,1.10673885, ,OSMP,4956.99853853,2.0,1968,119127.898127,119127.902111,4956.99860092
963,28.0, ,2004.0,Damyonovich,13.74326612,5.56170248, ,OSMP,5357.33561123,2.0,1995,598654.268362,598654.277432,5357.33561144
964,33.0, ,2004.0,Dover/Blacker,16.91430857,6.84497783, ,OSMP,7666.89652107,2.0,1985,736784.36625,736784.334309,7666.89785434
965,92.0, ,2004.0,Stanger,35.56551989,14.39285526, ,OSMP,10811.0274558,2.0,2000,1549227.84879,1549227.84964,10811.0274723
966,104.0, ,2004.0,Superior Assoc/Arsenault - N,11.81937975,4.78313329, ,OSMP,6352.18227569,2.0,1993,514850.124445,514850.122594,6352.18227586
967,100.0, ,2004.0,Superior Associates - west,52.07270519,21.07307614, ,OSMP,18118.6044652,2.0,1993,2268277.96305,2268277.96473,18118.6044669
968,103.0, ,2004.0,Superior Assoc/Arsenault - S,32.8720834,13.30286018, ,OSMP,11499.4939853,2.0,1993,1431902.44872,1431902.22519,11499.4939856
969,118.0, ,2004.0,West Rudd - south,3.34570481,1.3539587, ,OSMP,1709.85966315,2.0,1975,145738.319206,145738.318677,1709.85966327
970,114.0, ,2004.0,Varra - east,3.44806629,1.39538292, ,OSMP,3249.53406193,2.0,1986,150197.161479,150197.166788,3249.53406349
971,56.0, ,2004.0,Lindsay Mesa Top,5.58441975,2.25993449, ,OSMP,2212.47982058,2.0,1990,243256.343315,243256.351335,2212.4798212
972,40.0, ,2004.0,Flatirons Vista,63.56171822,25.72251476, ,OSMP,13868.12793,2.0,1981,2768737.37838,2768737.37077,13868.1279306
973,115.0, ,2004.0,Waneka / Kelsall,59.58677058,24.11391052, ,OSMP,12664.2124773,2.0,1990,2595589.34338,2595589.34393,12664.212918
974,113.0, ,2004.0,Van Vleet / Jeffco,23.60172346,9.55127862, ,OSMP,7809.29372931,2.0,1999,1028087.01008,1028086.96145,7809.29372991
975,57.0, ,2004.0,Jewel Mountain - pond,9.12063265,3.69098908, ,OSMP,4182.58060981,2.0,1999,397293.172732,397293.168966,4182.58060988
976,73.0,"Split polys from Stepanek, Canino, Cito",2004.0,Minnetrista,46.16076092,18.68059718, ,OSMP,11270.7647685,2.0,1985,2010754.68618,2010754.70248,11270.7653532
977,3.0, ,2004.0,Andrus - mesa,51.25661206,20.74281497, ,OSMP,7561.60065262,2.0,1977,2232729.83449,2232729.09038,7561.60021722
978,2.0, ,2004.0,Andrus - north,11.88960762,4.81155349, ,OSMP,5310.36625455,2.0,1977,517909.230774,517909.236079,5310.36625818
979,12.0, ,2004.0,"BLIP, East Beech - south",184.70953208,74.74929562, ,OSMP,35365.8917312,2.0,1973,8045916.93898,8045915.0337,35365.8916729
980,34.0, ,2004.0,East Beech,197.6659732,79.99258131, ,OSMP,42246.6665518,2.0,1988,8610295.37203,8610295.35137,42246.666573
981,15.0, ,2004.0,"Axelson, BVR, Lore, Ellison",549.44630144,222.35302937, ,OSMP,52934.4329455,2.0,1990,23933785.2845,23933785.1551,52934.4329418
982,16.0, ,2004.0,BVR - 103 Corp - L pasture south,46.6155256,18.86463392, ,OSMP,15856.6491643,2.0,1973,2030564.25902,2030564.17294,15856.611161
983,145.0,Split polys from Minnetrista,2004.0,"Stepanek, Canino, Cito",52.10875784,21.08766613, ,OSMP,12615.9983519,2.0,1995,2269848.32191,2269848.41198,12615.9987094
984,11.0,NEWLY MAPPED,2005.0,Belgrove - south,1.6938642,0.68548252, ,OSMP,1464.22951322,2.0,1980,73784.538633,73784.42927,1464.22951399
985,83.0, ,2005.0,Rudd,3.48275542,1.40942111, ,OSMP,2226.31071932,2.0,1975,151708.219177,151708.219178,2226.31071937
986,26.0,DONUT HOLE TEASLE,2005.0,Cowles,30.12171932,12.18982733, ,OSMP,8333.98067396,2.0,1991,1312096.85952,1312096.84498,8333.98067703
987,7.0,On-screen digitized after seen in field. Boundary not definite,2005.0,Axelson - Coot Lake,1.85973203,0.75260685, ,OSMP,2230.87584431,2.0,1990,81009.6468219,81009.6032453,2230.87584437
988,27.0,2 COYOTES,2005.0,Culver,49.65390063,20.09422067, ,OSMP,16281.0281283,2.0,1992,2162915.2779,2162915.25985,16281.028131
989,29.0, ,2005.0,Johnson/Dawson,29.75412381,12.04106671,2006,OSMP,7814.75453408,2.0,1992,1296084.50128,1296084.44903,7814.75453706
990,33.0, ,2005.0,Dover/Blacker,30.35526447,12.2843397, ,OSMP,9219.74884449,2.0,1985,1322269.84579,1322270.03141,9219.74887637
991,82.0, ,2005.0,Rolling Rock,3.64975884,1.477005, ,OSMP,5359.50384138,2.0,1968,158982.896071,158982.859102,5359.5040415
992,74.0, ,2005.0,Moore,3.96861819,1.6060428, ,OSMP,2725.49134915,2.0,1974,172872.433464,172872.316796,2725.49103826
993,40.0, ,2005.0,Flatirons Vista,66.87463262,27.06320365, ,OSMP,15633.4121108,2.0,1981,2913047.34457,2913047.34469,15633.4121112
994,43.0, ,2005.0,Gilbert,37.28139304,15.08724449,2006,OSMP,18430.0673587,2.0,1973,1623970.96673,1623970.98489,18430.0671708
995,67.0, ,2005.0,Mann,27.1147639,10.97295564,2006,OSMP,13626.7601454,2.0,1973,1181114.36862,1181114.3911,13626.7601466
996,69.0,1 COYOTE,2005.0,McKenzie - north,41.22148475,16.68174303, ,OSMP,12560.7529958,2.0,1974,1795600.69329,1795600.69339,12560.7530091
997,36.0, ,2005.0,East Rudd - north,1.24546218,0.50402066, ,OSMP,1482.49275778,2.0,1975,54252.1157603,54252.1157603,1482.49275775
998,101.0, ,2005.0,Superior Associates - Kelsal,3.77661822,1.52834317, ,OSMP,3047.55772877,2.0,1993,164508.834039,164508.831687,3047.55772869
999,58.0, ,2005.0,Johnson - Bldr Res North,4.30242549,1.74112982,2006,OSMP,2531.25635133,2.0,1992,187412.897728,187412.904672,2531.25635162
1000,30.0,2 EAGLES,2005.0,Johnson/Dawson - south,16.26521831,6.58230032,2006,OSMP,8197.06129546,2.0,1992,708510.05967,708510.075347,8166.67672139
1001,119.0, ,2005.0,Wood Brothers,31.71504049,12.83462153, ,OSMP,6858.10966631,2.0,1974,1381501.6403,1381501.63759,6858.11194143
1002,19.0, ,2005.0,BVR 103 Corp - south,0.04055411,0.01641167,2006,OSMP,219.77658294,2.0,1973,1766.5339776,1766.5301574,219.776582951
1003,10.0, ,2005.0,Belgrove - north,39.03191392,15.79565515, ,OSMP,6828.97543146,2.0,1980,1700223.37719,1700223.36949,6828.97563198
1004,70.0, ,2005.0,McKenzie - south,30.88785584,12.49987178, ,OSMP,5530.96375671,2.0,1974,1345469.6577,1345469.61842,5530.96375971
1005,81.0, ,2005.0,Reynolds,13.22082823,5.35027936, ,OSMP,3472.40255691,2.0,1977,575896.970412,575896.974282,3472.40256158
1006,87.0, ,2005.0,Sams Lane / Van Vleet - east,7.75296413,3.13751327, ,OSMP,4199.12341725,2.0,1978,337717.762716,337717.766787,4199.12339477
1007,92.0,2 COYOTES 1 REDTAIL,2005.0,Stanger,29.49484042,11.93613844, ,OSMP,12316.6092461,2.0,2000,1284790.11082,1284790.10968,12316.6092466
1008,111.0,1 COYOTE,2005.0,Van Vleet - east,11.74460074,4.75287129, ,OSMP,3341.19494136,2.0,1978,511592.752249,511592.761865,3341.19494175
1009,72.0, ,2005.0,Mesa Sand & Gravel,125.40385518,50.74913967, ,OSMP,21706.7429112,2.0,1985,5462570.04948,5462570.0811,21706.7429202
1010,95.0, ,2005.0,Steinbach,12.97733059,5.25173936, ,OSMP,5390.68731306,2.0,1984,565290.245633,565290.259152,5390.68731746
1011,107.0,1COYOTE,2005.0,Teller Farms - south,12.09556545,4.89490167, ,OSMP,5008.64706772,2.0,1984,526880.730623,526880.723562,5008.64706797
1012,105.0,VERY LOUD 2COY 2HARRIERS,2005.0,Teller Farms - north,83.5076538,33.79434851, ,OSMP,20882.9558603,2.0,1984,3637578.89895,3637578.8491,20882.9559424
1013,115.0, ,2005.0,Waneka / Kelsall,68.63324144,27.77488739, ,OSMP,14062.9374295,2.0,1990,2989652.03824,2989652.03868,14062.9374355
1014,98.0, ,2005.0,Suitts,8.82005176,3.56934831, ,OSMP,3656.25696188,2.0,1991,384199.921565,384199.917918,3656.25698862
1015,108.0, ,2005.0,Ute,60.90783531,24.64852645, ,OSMP,16287.5186519,2.0,1995,2653134.67757,2653134.69373,16287.5191444
1016,4.0, ,2005.0,Aweida II,42.29962159,17.11804953, ,OSMP,8234.5784114,2.0,1993,1842564.15565,1842564.14613,8234.57846509
1017,126.0,only active on east and west ends,2005.0,Brewbaker,64.44205452,26.07877422,2006,OSMP,13330.0405094,2.0,1996,2807084.38627,2807084.66641,13330.0404601
1018,85.0,"2 golden eagles, 7 coyotes, 2 harriers. Plague early 2006",2005.0,Ryan - north,9.15518619,3.7049724,2006,OSMP,2992.11521856,2.0,2001,398798.325335,398798.31543,2992.11521889
1019,45.0, ,2005.0,Hart-Jones,11.90730451,4.81871517,2006,OSMP,7239.02200717,2.0,1975,518680.29698,518680.109702,7239.02135841
1020,63.0, ,2005.0,Klein - south,3.47938729,1.40805808, ,OSMP,2076.10486304,2.0,1991,151561.759322,151561.503923,2076.10412486
1021,97.0, ,2005.0,Straty Cline,16.68631793,6.75271329, ,OSMP,6599.72165132,2.0,1998,726853.097799,726853.101674,6599.72165157
1022,61.0,"LOW ACTIVITY, plague suspected before 2005 mapping",2005.0,Johnson - north,19.77859213,8.00411226,2005,OSMP,6718.0780713,2.0,2000,861552.073649,861552.026791,6718.07781329
1023,91.0, ,2005.0,Siegel,1.95800512,0.79237656,2006,OSMP,1861.56714671,2.0,2001,85290.3617371,85290.3617373,1861.56714672
1024,122.0,Partially Active.  very few pdogs.  Plague suspected,2005.0,Waldorf,27.6569866,11.19238538,2005,OSMP,6309.81966062,2.0,2002,1204733.48682,1204733.51737,6309.81993088
1025,90.0, ,2005.0,Schooley,4.03787559,1.63407028,2006,OSMP,2894.79284447,2.0,1999,175889.157309,175889.157309,2894.79284449
1026,22.0, ,2005.0,Campbell,3.98558016,1.61290707,2006,OSMP,2171.29968356,2.0,2000,173611.177301,173611.177302,2171.29968358
1027,59.0, ,2005.0,Johnson - Bldr Res South,56.56762514,22.89210571,2006,OSMP,16056.4141774,2.0,1992,2464075.92423,2464075.89464,16056.414181
1028,118.0, ,2005.0,West Rudd - south,3.88226655,1.57109753, ,OSMP,2146.82541603,2.0,1975,169110.860262,169110.854481,2146.82541621
1029,76.0, ,2005.0,Oasis,61.53612184,24.90278499, ,OSMP,10032.0563164,2.0,2001,2680502.77979,2680502.74532,10032.0576132
1030,68.0, ,2005.0,Marshall,49.01742906,19.83664976, ,OSMP,9981.75678782,2.0,1997,2135190.64733,2135190.66918,9981.75894007
1031,110.0, ,2005.0,Valmont Butte - west,3.67348478,1.48660655, ,OSMP,1888.72726925,2.0,2000,160016.327838,160016.357128,1888.72694082
1032,66.0, ,2005.0,Manchester,1.0054603,0.40689535, ,OSMP,1158.41424519,2.0,1999,43797.6732436,43797.6754746,1158.41424521
1033,54.0, ,2005.0,Jafay,122.93493802,49.75000435, ,OSMP,27520.3428578,2.0,1990,5355024.54915,5355024.47998,27520.3428673
1034,23.0, ,2005.0,"Canino, Lanocito, Richardson",95.33654739,38.58133191, ,OSMP,12304.0154355,2.0,1979,4152843.40451,4152843.39277,12304.0121457
1035,28.0, ,2005.0,Damyonovich,24.68134748,9.98818695, ,OSMP,5727.06599875,2.0,1995,1075115.19241,1075115.19556,5727.06599891
1036,57.0, ,2005.0,Jewel Mountain - pond,1.47697683,0.59771132, ,OSMP,1815.93955245,2.0,1999,64336.851895,64336.8532487,1815.93955244
1037,9.0, ,2005.0,BC Hospital,3.73390308,1.51105697, ,OSMP,3793.15508194,2.0,2002,162648.155078,162648.167722,3793.15508307
1038,112.0, ,2005.0,Van Vleet - west,2.66428472,1.07819777, ,OSMP,1497.55299243,2.0,1978,116055.795689,116055.778006,1497.5529927
1039,113.0, ,2005.0,Van Vleet / Jeffco,28.17393122,11.40158545, ,OSMP,8271.61309058,2.0,1999,1227251.52987,1227251.53488,8271.61309103
1040,13.0, ,2005.0,"BLIP, Boulder Warehouse",277.72946811,112.39312817,2006,OSMP,53790.7456902,2.0,1973,12097846.7917,12097847.2392,53790.7454846
1041,116.0, ,2005.0,West Beech,13.7893015,5.58033233,2006,OSMP,5027.5808516,2.0,1988,600659.57667,600659.570663,5027.58085464
1042,51.0, ,2005.0,IBM,104.13577567,42.14225326, ,OSMP,19848.3097997,2.0,1998,4536136.27739,4536136.24381,19848.3099377
1043,56.0, ,2005.0,Lindsay Mesa Top,4.8669682,1.96959215, ,OSMP,2020.74320651,2.0,1990,212004.27946,212004.286593,2020.74320717
1044,62.0, ,2005.0,Klein - Dry Creek,20.13411641,8.14798783, ,OSMP,6417.99592817,2.0,1974,877038.665906,877038.602851,6417.99620228
1045,14.0,"Not GPS'd, Digitized on-screen after seen in field",2005.0,BLIP - southwest,1.83970545,0.74450238,2006,OSMP,1692.46523633,2.0,1973,80137.2466567,80137.2487799,1692.46523641
1046,42.0, ,2005.0,Gallucci,44.60899694,18.05262058, ,OSMP,11236.1091037,2.0,1968,1943160.12051,1943160.13414,11236.1096347
1047,12.0, ,2005.0,"BLIP, East Beech - south",186.94402484,75.65356276,2006,OSMP,39409.5669504,2.0,1973,8143251.20383,8143249.14894,39409.5672849
1048,17.0, ,2005.0,BVR 103 Corp - east,2.14720106,0.86894144,2006,OSMP,2462.67386004,2.0,1973,93531.657457,93531.7042232,2462.67046792
1049,88.0, ,2005.0,Schneider - east,23.53029434,9.52237228,2006,OSMP,7186.16717386,2.0,2006,1024975.54675,1024975.52149,7186.16637939
1050,71.0, ,2005.0,Mesa Reservoir,27.6156607,11.17566139,2006,OSMP,9073.68960849,2.0,2000,1202933.37108,1202933.36822,9073.68969088
1051,114.0, ,2005.0,Varra - east,3.44809391,1.3953941, ,OSMP,3249.54716836,2.0,1986,150198.369924,150198.369717,3249.54716903
1052,41.0, ,2005.0,Gallagher,36.45526371,14.75292181,2006,OSMP,7663.73170009,2.0,1997,1587984.91977,1587984.93532,7663.73144434
1053,31.0, ,2005.0,Ditzel,16.52717259,6.68830945, ,OSMP,10925.2051306,2.0,1984,719920.739456,719920.75817,10925.2051336
1054,109.0, ,2005.0,Valmont Butte - east,3.51007728,1.42047788, ,OSMP,4496.99445854,2.0,2000,152898.366176,152898.354932,4496.99445859
1055,25.0, ,2005.0,"Cosslett, Knaus",0.498122,0.20158282, ,OSMP,1040.91396082,2.0,1990,21698.1014102,21698.1075418,1040.91396132
1056,35.0, ,2005.0,East Beech - horseshoe,87.27441819,35.31870398,2006,OSMP,25710.0222786,2.0,1988,3801658.27867,3801658.44963,25710.0227594
1057,34.0, ,2005.0,East Beech,215.13962297,87.06391649,2006,OSMP,38939.0175531,2.0,1988,9371444.38566,9371444.49076,38939.0177137
1058,89.0, ,2005.0,Schneider - west,28.57711442,11.5647479,2006,OSMP,7942.16431015,2.0,1997,1244814.15246,1244814.12476,7942.16431053
1059,100.0, ,2005.0,Superior Associates - west,51.32039038,20.76862514, ,OSMP,15191.4808755,2.0,1993,2235507.2975,2235507.263,15191.4808756
1060,52.0,Not mapped by OSMP,2005.0,IBM CE,17.08072588,6.91232452,2007,OSMP,11626.1334916,2.0,1998,744033.489236,744033.443261,11626.1335021
1061,37.0,"newly mapped, 6/16/06",2005.0,East Rudd - south,1.80107667,0.72886987, ,OSMP,1839.26456881,2.0,1975,78454.5695407,78454.5857554,1839.26456916
1062,8.0, ,2005.0,East Park,0.20014403,0.08099542, ,OSMP,945.64746342,2.0,1978,8718.23926967,8718.2392706,945.647463423
1063,38.0,Plague early fall 2005,2005.0,ERNI,6.00405896,2.42975646,2006,OSMP,5223.61535092,2.0,1967,261535.812336,261535.762263,5223.61500664
1064,145.0,Split polys from Minnetrista,2005.0,"Stepanek, Canino, Cito",47.12891961,19.0723971, ,OSMP,12462.5639827,2.0,1995,2052927.60313,2052927.52645,12462.5642398
1065,73.0,"Split polys from Stepanek, Canino, Cito",2005.0,Minnetrista,36.12086728,14.61759637, ,OSMP,11592.2632603,2.0,1985,1573418.37242,1573418.68486,11592.26333
1066,104.0, ,2005.0,Superior Assoc/Arsenault - N,11.57860197,4.68569397, ,OSMP,5357.93651564,2.0,1993,504361.899218,504361.884228,5357.93618646
1067,3.0, ,2005.0,Andrus - mesa,48.09763844,19.4644237, ,OSMP,9841.21737967,2.0,1977,2095124.76691,2095124.74972,9841.21945458
1068,2.0, ,2005.0,Andrus - north,10.72224188,4.33913734, ,OSMP,7163.25356625,2.0,1977,467058.984383,467058.988055,7163.25373384
1069,20.0, ,2005.0,Axelson - northwest,7.06368577,2.85857221,2006,OSMP,6379.85979659,2.0,1990,307692.928855,307692.921169,6379.85979681
1070,15.0, ,2005.0,"Axelson, BVR, Lore, Ellison",547.92662118,221.73803659,2006,OSMP,64502.0922561,2.0,1990,23867588.496,23867588.1479,64502.0951353
1071,103.0, ,2005.0,Superior Assoc/Arsenault - S,36.88809714,14.92808328, ,OSMP,9362.84287914,2.0,1993,1606839.29933,1606839.08397,9362.84287939
1072,16.0, ,2005.0,BVR - 103 Corp - L pasture south,57.33625536,23.20315933,2006,OSMP,26093.8618377,2.0,1973,2497557.3206,2497557.29338,26093.8618439
1073,62.0, ,2006.0,Klein - Dry Creek,21.87656077,8.85313004, ,OSMP,6939.04117186,2.0,1974,952939.27422,952939.175332,6939.04074866
1074,15.0, ,2006.0,"Axelson, BVR, Lore, Ellison",11.02147464,4.46023254,2006,OSMP,14228.4001104,2.0,1990,480093.520811,480093.514719,14228.4004828
1075,9.0, ,2006.0,BC Hospital,4.49434889,1.81879847, ,OSMP,6845.84943477,2.0,2002,195773.040751,195773.054562,6845.84972314
1076,11.0, ,2006.0,Belgrove - south,2.26383579,0.91614184,2007,OSMP,1994.23924638,2.0,1980,98612.2773491,98612.2926066,1994.238811
1077,10.0, ,2006.0,Belgrove - north,3.27043201,1.32349688,2006,OSMP,3076.36134762,2.0,1980,142459.455996,142459.448581,3076.36140154
1078,112.0, ,2006.0,Van Vleet - west,2.95243464,1.19480791, ,OSMP,1642.98914799,2.0,1978,128607.5453,128607.538615,1642.98914846
1079,26.0, ,2006.0,Cowles,9.38925526,3.79969679,2006,OSMP,11375.2906646,2.0,1991,408994.348559,408994.32308,11375.2905005
1080,27.0, ,2006.0,Culver,60.39778479,24.44211633, ,OSMP,20058.0931917,2.0,1992,2630917.06575,2630916.98193,20058.0944471
1081,31.0, ,2006.0,Ditzel,15.74650907,6.37238614,2007,OSMP,9795.19971432,2.0,1984,685915.187918,685915.19144,9795.19971613
1082,114.0, ,2006.0,Varra - east,19.19250588,7.76693157, ,OSMP,5976.67162779,2.0,1986,836022.169187,836022.21206,5976.6716284
1083,40.0, ,2006.0,Flatirons Vista,79.80748088,32.29694166, ,OSMP,13275.9400671,2.0,1981,3476399.94209,3476399.96145,13275.9400676
1084,100.0,1 BURROWING OWL,2006.0,Superior Associates - west,81.8083344,33.10665835, ,OSMP,16600.2265383,2.0,1993,3563556.80817,3563556.7921,16600.2265384
1085,120.0, ,2006.0,Yunker - east,0.7033754,0.28464593, ,OSMP,1002.45710605,2.0,1977,30638.7268538,30638.9099339,1002.45854037
1086,42.0, ,2006.0,Gallucci,57.37772898,23.2199431, ,OSMP,11932.6412323,2.0,1968,2499363.95125,2499363.87676,11932.6402576
1087,49.0,NEW COLONY THIS YEAR,2006.0,Hogan Brothers - north,0.30571818,0.12371976, ,OSMP,563.42762115,2.0,1986,13317.0319947,13317.0305301,563.427621277
1088,51.0, ,2006.0,IBM,82.82145931,33.51665545,2007,OSMP,43326.9604512,2.0,1998,3607688.37861,3607688.33675,43326.9623611
1089,108.0, ,2006.0,Ute,51.75203571,20.94330581, ,OSMP,20492.7831895,2.0,1995,2254309.57441,2254309.65838,20492.7805233
1090,66.0, ,2006.0,Manchester,0.6415934,0.25964364, ,OSMP,966.06426099,2.0,1999,27947.6933782,27947.6966143,966.064261074
1091,69.0, ,2006.0,McKenzie - north,41.23065334,16.68545343, ,OSMP,14119.1139727,2.0,1974,1796000.0893,1796000.07552,14119.113392
1092,72.0, ,2006.0,Mesa Sand & Gravel,156.65710553,63.39688136, ,OSMP,28353.1684365,2.0,1985,6823956.21551,6823956.22081,28353.1685129
1093,73.0,"Split polys from Stepanek, Canino, Cito",2006.0,Minnetrista,33.86401413,13.70428031,2007,OSMP,20548.6265098,2.0,1985,1475110.58294,1475110.5551,20548.6268446
1094,98.0, ,2006.0,Suitts,10.9251938,4.42126907, ,OSMP,4803.73999856,2.0,1991,475899.538865,475899.538309,4803.74000049
1095,63.0, ,2006.0,Klein - south,2.57628042,1.04258369, ,OSMP,2865.556266,2.0,1991,112222.346615,112222.325988,2865.5490094
